id,chamber,cid,calendar_year,report_type,liability_spouse_joint_dep,creditor,orgname,ulorg,realcode,source,type_of_liability,liability_loc,liability_date,liability_date_text,liability_term,liability_term2,liability_interest_rate,liability_amount,dupe
Z160185548,H,N00033527,16,Y, ,USaa,USaa,,Y0000,,"2nd mortgage on home in Benson, NC",,",", ,3-May,,,C ,
Z150244827,H,N00034746,15,A, ,Sallie Mae,Sallie Mae,,Y0000,,Student Loan #1,,",", ,1-May,,,B ,
Z160185048,H,N00037015,16,O, ,Bank of America,Bank of America,,Y0000,,Primary Residence Mortgage,,",", ,"August, 2007",,,F ,
Z150244148,H,N00007151,15,Y, ,Citibank,Citibank,,Y0000,,credit card balance,,",", ,13-Jan,,,C ,
Z160184980,H,N00030602,16,Y, ,Legacy Texas Bank,Legacy Texas Bank,,Y0000,,Mortgage on Personal Residence (Horseshoe Bay),,",", ,12-Sep,,,F ,
Z150245323,H,N00004403,15,Y, ,altra Federal Credit Union,altra Federal Credit Union,,Y0000,,Mortgage on Personal Residence,,",", ,2011,,,E ,m
P003418,H,N00013846,4,Y,J,Bank of Pensacola,Bank of Pensacola,,F1100,Name,Real Estate Mortgage,"Pensacola, FL",",", ,,,,E , 
P003476,H,N00024759,4,Y,J,Farmers & Merchants Bank,Farmers & Merchants Bank,,F1100,PAC,Mortgage on Farm Property,,",", ,,,,E , 
P003558,H,N00024760,4,Y, ,"Southern National Bank Marietta, GA",Southern National Bank,,F1100,Name,Home Equity Loan,"Marietta, GA",",", ,,,,D , 
P003559,H,N00024760,4,Y, ,"Charter Bank Marietta, GA",Charter Bank,,F1000,Name,Mortgage on Office Building,"Marietta, GA",",", ,,,,E , 
P003560,H,N00024760,4,Y, ,"Community Bank of the South Smyrna, GA",Community Bank of the South,,F1100,Name,Mortgage on Office Building,"Marietta, GA",",", ,,,,F , 
P003561,H,N00024760,4,Y, ,"Citibank Commercial Real Estate San Francisco, CA",Citibank Commercial Real Estate,,Y0000,,Mortgage on rental Apts.,"Marietta, GA",",", ,,,,D , 
P003562,H,N00024760,4,Y, ,"Acacia Federal Savings & Loan Falls Church, VA",Acacia Federal Savings & Loan,,Y0000,,Mortgage on home,"Washington, DC",",", ,,,,G , 
P003576,H,N00024773,4,Y, ,U.S. Department of Education,US Dept of Education,,X3500,Name,consolidated student loans,,",", ,,,,D , 
P003577,H,N00024773,4,Y, ,Midwest R & S Corporation,Midwest R&S Corp,,Y0000,,bank loan,,",", ,,,,C , 
P003578,H,N00024773,4,Y, ,Citibank,Citigroup Inc,,F1100,PAC,revolving charge account,,",", ,,,,B , 
P003635,H,N00024851,4,Y,J,"Countrywide Home Loans, CA",Countrywide Home Loans,Countrywide Financial,F4600,Hvr04,Mortgage Gray Birch Circle Rental,,",", ,,,,E , 
P003655,H,N00024862,4,Y, ,Heritage Bank,Heritage Bank,,F1000,Name,Campaign Loan,"Burlington, KY",",", ,,,,E , 
P003659,H,N00024870,4,Y, ,"Nelnet, Colorado",NelNet Inc,,Y0000,,Student Loan,,",", ,,,,C , 
P003728,H,N00024978,4,Y, ,"Commerce Bank Laredo, Texas",Commerce Bank Laredo,,Y0000,,Business and Personal Loans,,",", ,,,,E , 
P003729,H,N00024978,4,Y, ,"East Val, Inc. Galveston, Texas",East Val Inc,,Y0000,,Mortgage,"Laredo, TX",",", ,,,,E , 
P003858,H,N00025054,4,Y, ,Fort Morgan State Bank,Fort Morgan State Bank,,Y0000,,Mortgage on 24867-3rd St,Galeton,",", ,,,,C ,d
P003859,H,N00025054,4,Y, ,Discover,Discover,,Y0000,,Credit Card,,",", ,,,,B ,d
P003860,H,N00025054,4,Y, ,Bank One,Bank One,,F1100,Name,Personal Loan,,",", ,,,,B ,d
P003861,H,N00025054,4,Y,J,Bank of Colorado,Bank of Colorado,,F1100,Name,"Moore-Farm-18.5, FM",,",", ,,,,E ,d
P003862,H,N00025054,4,Y,J,MBNA,MBNA Corp,,F1400,PAC,Personal Loan,,",", ,,,,C ,d
P003863,H,N00025054,4,Y,S,American Express Centurion Bank,American Express Centurion Bank,,Y0000,,Business Operating Loan,,",", ,,,,C ,d
P003864,H,N00025054,4,Y,S,Bankone,Bank One,,F1100,Name,Business Operating Loan,,",", ,,,,B ,d
P003865,H,N00025054,4,Y,S,Capital One,Capital One Bank,Capital One Financial,F1100,WebDA,Business Operating Loan,,",", ,,,,C ,d
P003866,H,N00025054,4,Y,S,Discover,Discover,,Y0000,,Credit Card,,",", ,,,,B ,d
P003883,H,N00025054,4,A, ,Fort Morgan State Bank,Fort Morgan State Bank,,Y0000,,Mortgage on 24867-3rd St,Galeton,",", ,,,,C , 
P003884,H,N00025054,4,A, ,Discover,Discover,,Y0000,,Credit Card,,",", ,,,,B , 
P003885,H,N00025054,4,A, ,Bank One,Bank One,,F1100,Name,Personal Loan,,",", ,,,,B , 
P003886,H,N00025054,4,A,J,Bank of Colorado,Bank of Colorado,,F1100,Name,"Moore-Farm-18.5, FM",,",", ,,,,E , 
P003887,H,N00025054,4,A,J,MBNA,MBNA Corp,,F1400,PAC,Personal Loan,,",", ,,,,C , 
P003888,H,N00025054,4,A,S,American Express Centurion Bank,American Express Centurion Bank,,Y0000,,Business Operating Loan,,",", ,,,,C , 
P003889,H,N00025054,4,A,S,Bankone,Bank One,,F1100,Name,Business Operating Loan,,",", ,,,,B , 
P003890,H,N00025054,4,A,S,Capital One,Capital One Bank,Capital One Financial,F1100,WebDA,Business Operating Loan,,",", ,,,,C , 
P003891,H,N00025054,4,A,S,Discover,Discover,,Y0000,,Credit Card,,",", ,,,,B , 
P003906,H,N00025093,4,Y,J,RBC Centura,RBC Centura,,Y0000,,Mortgage (Member and Spouse own 1/2 Interest in Vacation Home),Holden Beach,",", ,,,,D ,d
P003907,H,N00025093,4,Y, ,Parker Poe Adams and Bernstein,"Parker, Poe et al",,K1000,Rept,Attorney's fees,,",", ,,,,E ,d
A120000947,E,N00000245,12,N,S,Polaris Venture Partners IV,Polaris Venture Partners IV,,Y0000,,Capital Commitment,,",", ,2,On Demand,,2,
A120000948,E,N00000245,12,N,S,Polaris Venture Partners V LP,Polaris Venture Partners V,,Y0000,,Capital Commitment,,",", ,6,On Demand,,6,
A120000949,E,N00000245,12,N,S,Rockport Capital Partners III LP,Rockport Capital Partners III LP,,Y0000,,Capital Commitment,,",", ,7,On Demand,,7,
A120000950,E,N00000245,12,N,S,Sevin Rosen Fd VII LP,Sevin Rosen VIII LP,,Y0000,,Capital Commitment,,",", ,99,On Demand,,2,
A120000951,E,N00000245,12,N,S,Sevin Rosen VIII LP,Sevin Rosen VIII LP,,Y0000,,Capital Commitment,,",", ,0,On Demand,,2,
A120000952,E,N00000245,12,N,S,Shorenstein Realty Investors VII,Shorenstein Realty Investors VIII LP,,F4000,WebDW,Capital Commitment,,",", ,7,On Demand,,4,
A120000953,E,N00000245,12,N,S,"Shorenstein Realty Investors VIII, LP",Shorenstein Realty Investors VIII LP,,F4000,WebDW,Capital Commitment,,",", ,7,On Demand,,6,
A120000954,E,N00000245,12,N,S,Shorenstein Realty Investors IX LP,Shorenstein Realty Investors IX LP,,F4000,WebDW,Capital Commitment,,",", ,7,On Demand,,7,
A120000955,E,N00000245,12,N,S,Skyline Venture Capital V,Skyline Venture Capital V LP,,Y0000,,Capital Commitment,,",", ,7,On Demand,,7,
A120000956,E,N00000245,12,N,S,Spectrum Equity Investment III LP,Spectrum Equity Investors III LP,,F2100,Name,Capital Commitment,,",", ,98,On Demand,,2,
A120000957,E,N00000245,12,N,S,Spectrum Equity Investors IV LP,Spectrum Equity Investors IV,,Y0000,,Capital Commitment,,",", ,0,On Demand,,4,
A120000958,E,N00000245,12,N,S,"Sterling Capital Partners II, LP",Sterling Capital Partners II LP,,Y0000,,Capital Commitment,,",", ,6,On Demand,,4,
A120000959,E,N00000245,12,N,S,Sterling Capital Partners III,Sterling Capital Partners III LP,,Y0000,,Capital Commitment,,",", ,7,On Demand,,6,
A120000960,E,N00000245,12,N,S,Summit Subordinated Debt Fund II LP,Summit Subordinated Debt Fund II LP,,Y0000,,Capital Commitment,,",", ,97,On Demand,,5,
A120000961,E,N00000245,12,N,S,Summit Ventures V LP,Summit Ventures V,,Y0000,,Capital Commitment,,",", ,98,On Demand,,4,
A120000962,E,N00000245,12,N,S,Summit Ventures VII-A LP,Summit Ventures VII-A,,Y0000,,Capital Commitment,,",", ,6,On Demand,,5,
A120009774,S,N00005282,12,Y,J,Bank of Hays,Bank of Hays,,Y0000,,Home Equity Loan,,",", ,12,10 years,5,2,M
A120009775,S,N00005282,12,Y,J,U.S. Bank Home Mortgage,US Bank Home Mortgage,,F4600,Name,Mortgage,,",", ,12,10 years,2.87,4,M
A120009865,S,N00005285,12,Y,J,Wells Fargo,Wells Fargo,,F1100,PAC,Mortg. Alex Condo,,",", ,3,30,3.87,4,
A120010199,S,N00005395,12,Y, ,Crescent Bank and Trust,Crescent Bank & Trust,Crescent Banking,F1000,Name,Mortgage on undeveloped land,,",", ,10,3yrs,6,4,
A120010200,S,N00005395,12,Y,S,The National Capital Bank,National Capital Bank,,F1000,Name,Mortgage on Residence (refinanced),,",", ,10,30yrs,4.25,5,
A120010201,S,N00005395,12,Y,S,The National Capital Bank,National Capital Bank,,F1000,Name,Line of Credit with second mortgage on residence,,",", ,3,,2.75,4,
A120010202,S,N00005395,12,Y, ,Neuberger Berman,Neuberger Berman Group,,F2100,Lob11,Margin Account,,",", ,6,,prim,2,
A120010292,S,N00005582,12,Y, ,Liberty Savings,Liberty Savings,,Y0000,,Mortgage,,",", ,95,25yrs,6.5,4,D
A120010293,S,N00005582,12,Y, ,Triad Bank,Triad Bank,,Y0000,,Line Of Credit,,",", ,,,,  ,D
A120010787,S,N00006236,12,Y,J,Wells Fargo Home Mortgage,Wells Fargo Home Mortgage,Wells Fargo,F4600,WebDW,Mortgage-Refinance,,",", ,11,10/1 ARM,3.75,6,M
A120010981,S,N00006267,12,Y,J,"Washington, DC, residence Everhome Mortgage","Washington, DC, residence Everhome Mortg",,Y0000,,Refinance,,",", ,9,30 years,5.37,5,
A120010982,S,N00006267,12,Y,J,"Idaho Falls, ID, residence","Residence/Idaho Falls, ID",,Y0000,,No liability,,",", ,,,,  ,M
A120010993,S,N00006406,12,Y,J,Wells Fargo Home Mortgage,Wells Fargo Home Mortgage,Wells Fargo,F4600,WebDW,Mortgage,,",", ,10,30 years,4.37,5,M
A120010994,S,N00006406,12,T,J,Chase,Chase Bank,JPMorgan Chase & Co,F1100,webMS,Mortgage,,",", ,10,5 years,3.25,5,M
A120010995,S,N00006406,12,T,J,Wells Fargo,Wells Fargo,,F1100,PAC,Home Equity Loan,,",", ,5,10 years,4.24,1,M
A120011053,S,N00006424,12,Y,S,American Express,American Express,,F1400,PAC,Cindy McCain - Charge Card,,",", ,12,,,4,
A120011054,S,N00006424,12,Y,S,American Express,American Express,,F1400,PAC,Cindy McCain - Charge Card,,",", ,12,,,3,
A130038133,H,N00006134,13,A,J,Columbia Bank,Columbia Bank,,Y0000,,Second mortgage on D.C. condo,,",", ,,,,C ,m
A130038162,H,N00006397,13,A,J,"Chase Bank, Phoenix, AZ",Chase Bank,JPMorgan Chase & Co,F1100,webMS,Mortgage,"Phoenix, AZ",",", ,,,,C ,m
A130038163,H,N00006397,13,A,J,Wells Fargo Bank,Wells Fargo Bank,Wells Fargo,F1100,Name,Mortgage,"Washington, DC",",", ,,,,C ,m
A130038175,H,N00006701,13,A, ,Altura Credit Union,Altura Credit Union,,F1300,PAC,Visa Platinum Credit Card,,",", ,,,,B ,
A130038176,H,N00006701,13,A, ,U.S. Department of Education,US Dept of Education,,Y0000,,Student Loan,,",", ,,,,C ,
A130038195,H,N00006863,13,A,J,Wells Fargo Home Mortgage,Wells Fargo Home Mortgage,,Y0000,,Mortgage on Personal Residence,,",", ,,,,F ,m
A130038196,H,N00006863,13,A,J,U.S. Department of Education (Nelnet),US Dept of Education/Nelnet Inc,,Y0000,,Parent Plus Loans,,",", ,,,,D ,
A130038197,H,N00006863,13,A,D,U.S. Department of Education,US Dept of Education,,Y0000,,Student Loans,,",", ,,,,B ,
A130038542,H,N00007017,13,Y, ,Union Bank,Union Bank,Mitsubishi UFJ Financial Group,F1100,Hvr09,Personal Loan,,",", ,,,,J ,
A130038543,H,N00007017,13,Y, ,Merrill Lynch,Merrill Lynch,,F2100,webGK,Personal Loan,,",", ,,,,K ,
A130038571,H,N00007151,13,Y,J,JP Morgan Chase,JPMorgan Chase & Co,,F1100,Name,mortgage on personal residence,,",", ,,,,G ,m
A130038572,H,N00007151,13,Y,J,Credit Union Mortgage Association,Credit Union Mortgage Assn,,Y0000,,mortgage on townhouse,"Washington, DC",",", ,,,,G ,m
A130038573,H,N00007151,13,Y,J,Citibank,Citibank,,Y0000,,credit card,,",", ,,,,C ,
A130038574,H,N00007151,13,Y,J,Congressional Federal Credit Union,Congressional Federal Credit Union,,F1300,Name,Overdraft reserve,,",", ,,,,B ,
A130038595,H,N00007232,13,A, ,Union Bank,Union Bank,Mitsubishi UFJ Financial Group,F1100,Hvr09,Mortgage on home and rental apartment,Santa Barbara,",", ,,,,H ,
A130038649,H,N00007312,13,A, ,Wells Fargo Bank,Wells Fargo Bank,Wells Fargo,F1100,Name,Mortgage on Residence,"Carmel, CA",",", ,,,,F ,m
A130038650,H,N00007312,13,A, ,Charles Schwab,Charles Schwab & Co,Charles Schwab Corp,F2110,PAC,Margin account loan,,",", ,,,,D ,
A130038651,H,N00007312,13,A, ,Wells Fargo Bank,Wells Fargo Bank,Wells Fargo,F1100,Name,Line of credit secured by residence,,",", ,,,,G ,m
A130038693,H,N00007390,13,Y,J,Congressional Federal Credit Union,Congressional Federal Credit Union,,F1300,Name,Home Equity on Residential Property,"Washington, DC",",", ,,,,B ,
A130038694,H,N00007390,13,Y,J,Citicorp,Citicorp Inc,,Y0000,,Mortgage on Residential Property,"Washington, DC",",", ,,,,E ,
A130038695,H,N00007390,13,Y, ,Wells Fargo Bank,Wells Fargo Bank,Wells Fargo,F1100,Name,Personal Residence,"Martinez, CA",",", ,,,,F ,m
A130038763,H,N00007727,13,A, ,"M & T Realty, Buffalo, NY",M&T Realty,,Y0000,,"Mortgage, Glisan Townhouses","Portland, OR",",", ,,,,C ,
A130038764,H,N00007727,13,A, ,"M & T Realty, Buffalo, NY",M&T Realty,,Y0000,,"Mortgage, Westcott LLC/Glisan Townhouses","Portland, OR",",", ,,,,D ,
A130038765,H,N00007727,13,A, ,"Key Bank, Portland, OR",Key Bank,,F1000,Name,Mortgage,"Campbell-Nob Hill, OR",",", ,,,,E ,
A130038766,H,N00007727,13,A, ,"First Republic Bank, Portland, OR",First Republic Bank San Francisco,,F1100,Name,Mortgage,"Portland, OR",",", ,,,,E ,
A130038767,H,N00007727,13,A, ,"Stearns Lending, Inc., City of Industry, CA",Stearns Lending Inc,,Y0000,,"Mortgage, Personal Residence",,",", ,,,,F ,m
A130038808,H,N00008046,13,A, ,"Credit Union Mortgage Association, Fairfax, VA",Credit Union Mortgage Assn,,Y0000,,Mortgage on DC Condo Residence,,",", ,,,,F ,m
A130038809,H,N00008046,13,A, ,American Express,American Express,,F1400,PAC,Credit card,,",", ,,,,B ,
A130038810,H,N00008046,13,A, ,"Wright-Patman Congressional Federal Credit Union, DC",Wright-Patman Congressional Federal Credit Union,,Y0000,,Loan and line of credit,,",", ,,,,C ,
A130038811,H,N00008046,13,A, ,Wells Fargo Bank,Wells Fargo Bank,Wells Fargo,F1100,Name,Mortgage on Condo Residence,"Palm Desert, CA",",", ,,,,E ,m
A130040531,H,N00008086,13,Y,J,PNC Bank,PNC Bank Corp,PNC Financial Services,F1100,PAC,Home mortgage,,",", ,,,,F ,m
A130040532,H,N00008086,13,Y,J,Wolverine Bank,Wolverine Bank,,Y0000,,Home equity line of credit,,",", ,,,,B ,m
A130040583,H,N00008091,13,Y, ,JP Morgan Chase Bank,JPMorgan Chase & Co,,F1100,Name,Mortgage,"Washington, DC",",", ,,,,F ,m
A130040584,H,N00008091,13,Y, ,"Compass Bank, Birmingham, AL",Compass Bank,Banco Bilbao Vizcaya Argentaria,F1100,Lob11,Personal Loan,,",", ,,,,E ,
A130040601,H,N00008799,13,Y, ,"Frost Bank, Fort Worth, TX",Frost Bank Fort Worth,,Y0000,,"Business loan in connection with former ownership of Jones Street Investments, Inc",,",", ,,,,C ,
A130040602,H,N00008799,13,Y, ,"Liberty Bank, Fort Worth, TX",Liberty Bank,,F1000,Name,"Loan to close sale of Jones Street Investments, Inc.",,",", ,,,,E ,
A130040603,H,N00008799,13,Y, ,Southwest Bank,Southwest Bank,,Y0000,,"Mortgage loan on 1612 & 1616 Kenley, 4702, 4704, 4706 & 4708 Washburn","Fort Worth, TX",",", ,,,,G ,m
A130040604,H,N00008799,13,Y, ,Liberty Bank,Liberty Bank,,F1000,Name,Mortgage loan,,",", ,,,,E ,d
A130040634,H,N00009660,13,A,J,Home Bank,Home Bank,,Y0000,,Personal Loan,,",", ,,,,C ,
A130068752,H,N00029662,13,Y, ,Chase Financial,Chase Financial,,Y0000,,Mortgage,"Cape Canaveral, FL",",", ,,,,E ,
A130068810,H,N00029675,13,Y,J,JP Morgan Chase of Columbus,JP Morgan Chase & Co,,Y0000,,Mortgage on personal residence,"Bowling Green, KY",",", ,,,,E ,m
A130068899,H,N00029679,13,Y, ,"Regions Bank, Minden, LA",Regions Bank,,Y0000,,Business Loan,,",", ,,,,E ,
A130068900,H,N00029679,13,Y, ,"Navy Federal Credit Union, Merrifield, VA",Navy Federal Credit Union,,F1300,Name,Business Loan,,",", ,,,,C ,
A130068901,H,N00029679,13,Y, ,"GMAC Mortgage, Waterloo, IA",GMAC Mortgage,,Y0000,,Mortgage - Rental Property,"Dallas, TX",",", ,,,,E ,
A130068902,H,N00029679,13,Y, ,"JP Morgan Chase, Louisville, KY",JP Morgan Chase & Co,,Y0000,,Mortgage on personal residence (not rented),"Minden, LA",",", ,,,,H ,m
A130068903,H,N00029679,13,Y, ,"Wells Fargo Home Mortgage, Des Moines, IA",Wells Fargo,,F1100,PAC,Mortgage (not rented),"Washington, DC",",", ,,,,G ,m
A130068904,H,N00029679,13,Y, ,"American Express, Dallas, TX",American Express,,F1400,PAC,Revolving Charge,,",", ,,,,B ,
A130068928,H,N00029736,13,Y,D,Sallie Mae,Sallie Mae,,Y0000,,Education Loan for son (Kale),,",", ,,,,C ,
A130068957,H,N00029788,13,Y,J,Equipoise Farm Credit Services of Omaha,Equipoise Farm Credit Services of Omaha,,Y0000,,mortgage on real property,"Etna, WY",",", ,,,,G ,m
A130068958,H,N00029788,13,Y,J,"Wells Fargo, 30yr. fixed at 4.75%",Wells Fargo 30yr fixed,,Y0000,,mortgage,"Washington, DC",",", ,,,,F ,m
A130069026,H,N00029891,13,Y, ,Bank of America,Bank of America,,Y0000,,Mortgage on Primary Residence,,",", ,,,,F ,
A130069027,H,N00029891,13,Y, ,Sallie Mae,Sallie Mae,,Y0000,,Student Loan,,",", ,,,,C ,
A130069028,H,N00029891,13,Y, ,Nelnet,NelNet Inc,,Y0000,,Student Loan,,",", ,,,,B ,
A130069029,H,N00029891,13,Y, ,Nelnet,NelNet Inc,,Y0000,,Student Loan,,",", ,,,,C ,
A130069030,H,N00029891,13,Y,D,US Department of Education,US Dept of Education,,Y0000,,Student Loan,,",", ,,,,C ,
A130069031,H,N00029891,13,Y, ,Nelnet,NelNet Inc,,Y0000,,Student Loan,,",", ,,,,C ,
A130069162,H,N00030245,13,Y,J,JP Morgan,JPMorgan Chase & Co,,F1100,Name,Mortgage on personal residence,,",", ,,,,E ,m
A130069163,H,N00030245,13,Y,J,JP Morgan,JPMorgan Chase & Co,,F1100,Name,2nd Mortgage on personal residence,,",", ,,,,F ,m
A130069173,H,N00030418,13,Y,J,Northern Marianas Housing Corporation,Northern Marianas Housing Corp,,Y0000,,Mortgage on Personal Residence (not rented),,",", ,,,,C ,m
A130069201,H,N00030581,13,Y,J,Bank of America,Bank of America,,Y0000,,Revolving Charge Account,,",", ,,,,D ,
A130069202,H,N00030581,13,Y,J,Congressional Federal Credit Union,Congressional Federal Credit Union,,F1300,Name,Revolving Charge Account,,",", ,,,,C ,
A130069203,H,N00030581,13,Y,J,Wells Fargo,Wells Fargo,,F1100,PAC,Mortgage on Residence,,",", ,,,,G ,m
A130069204,H,N00030581,13,Y,J,American Charter,American Charter,,Y0000,,Mortgage on Residence,,",", ,,,,F ,m
A130069205,H,N00030581,13,Y,S,Visa City Bank,Visa City Bank,,Y0000,,Revolving Charge Account,,",", ,,,,C ,
A130069267,H,N00030600,13,Y, ,Bank of America,Bank of America,,Y0000,,Mortgage on rental property,"Sacramento, CA",",", ,,,,E ,
A130069268,H,N00030600,13,Y, ,BB&T,BB&T Bank,,F1100,Hvr11,"Mortgage on personal residence, (not rented)","Washington, DC",",", ,,,,E ,m
A130069269,H,N00030600,13,Y, ,Capitol Hill Tower Housing Cooperative,Capitol Hill Tower Housing Coop,,Y0000,,"Mortgage on personal residence, (not rented)","Washington, DC",",", ,,,,E ,m
P003908,H,N00025093,4,Y, ,Washington Mutual,Washington Mutual,,F1200,PAC,Mortgage,"Raleigh, NC",",", ,,,,F , 
P003923,H,N00025093,4,A,J,RBC Centura,RBC Centura,,Y0000,,Mortgage (Member and Spouse own 1/2 Interest in Vacation Home),Holden Beach,",", ,,,,D , 
P003924,H,N00025093,4,A, ,Parker Poe Adams and Bernstein,"Parker, Poe et al",,K1000,Rept,Attorney's fees,,",", ,,,,E , 
P004016,H,N00025237,4,Y,J,United Bank of Iowa,United Bank of Iowa,,Y0000,,R.E. Mortgage 04 Bldg,,",", ,,,,C , 
P004034,H,N00025292,4,Y, ,MBNA America,MBNA Corp,,F1400,PAC,Credit Card,,",", ,,,,C , 
P004042,H,N00025337,4,Y, ,Wacovia Bank,Wacovia Bank,,Y0000,,Boat Loan,,",", ,,,,C ,d
P004043,H,N00025337,4,Y, ,Bank of America,Bank of America,,F1100,PAC,Line of Credit,,",", ,,,,C ,d
P004048,H,N00025337,4,A, ,Wacovia Bank,Wacovia Bank,,Y0000,,Boat Loan,,",", ,,,,C , 
P004049,H,N00025337,4,A, ,Bank of America,Bank of America,,F1100,PAC,Line of Credit,,",", ,,,,C , 
P004050,H,N00025337,4,A,S,"New Century, Irvine Ca",New Century,,Y0000,,Mortgage,"North Miami Beach, FL",",", ,,,,E , 
P004056,H,N00025413,4,Y, ,Citi-Bank - Advantage,Citibank AAdvantage,,Y0000,,Credit Card,,",", ,,,,C , 
P004057,H,N00025413,4,Y, ,MBNA - Master Card,MBNA MasterCard,,Y0000,,,,",", ,,,,C , 
P004058,H,N00025413,4,Y, ,Bank One - Visa Card,Bank One Visa,,Y0000,,,,",", ,,,,C , 
P004109,H,N00025443,4,Y,J,Citimortgage,CitiMortgage Inc,Citigroup Inc,F4600,Name,mortgage on rental,"Lafayette, CO",",", ,,,,F , 
P004110,H,N00025443,4,Y,J,"Wachovia Bank, Delaware, N.A.",Wachovia Bank,Wachovia Corp,F1100,Hvr04,Home Equity Line-of-credit Rental,"Lafayette, CO",",", ,,,,D , 
P004111,H,N00025443,4,Y,J,Citimortgage,CitiMortgage Inc,Citigroup Inc,F4600,Name,mortgage on rental,"Lafayette, CO",",", ,,,,F , 
P004112,H,N00025443,4,Y,J,Citimortgage,CitiMortgage Inc,Citigroup Inc,F4600,Name,Mortgage on rental,Lafayette,",", ,,,,E , 
P004113,H,N00025443,4,Y,J,Bankers Bank of the West,Bankers Bank of the West,,F1000,Name,Personal Loans,,",", ,,,,E , 
P004114,H,N00025443,4,Y,J,"1st Trust & Savings Bank, Aurelia, Iowa",First Trust & Savings Bank,,Y0000,,3rd Deed of trust-Rental,"Lafayette, CO",",", ,,,,E , 
P004115,H,N00025443,4,Y,J,Heritage Bank,Heritage Bank,,F1000,Name,Home Equity Line of Credit - Rental,Lafayette,",", ,,,,B , 
Q000122,H,N00002147,4,Y, ,Wachovia Securities,Wachovia Securities,Wachovia Corp,F2100,PAC,Margin Account Interest,,",", ,,,,B , 
Q000123,H,N00002147,4,Y, ,American Express,American Express,,F1400,PAC,Credit Card,,",", ,,,,C , 
Q000124,H,N00002147,4,Y, ,Congressional Federal Credit Union,Congressional Federal Credit Union,,Y0000,,Credit Card,,",", ,,,,B , 
Q000125,H,N00002147,4,Y, ,Legg Mason Brokerage Account,Legg Mason Brokerage Account,,Y0000,,Margin Account Interest,,",", ,,,,C , 
Q000126,H,N00002147,4,Y, ,Fidelity Investments Brokerage Account,Fidelity Investments Brokerage Account,,Y0000,,Margin Account Interest,,",", ,,,,C , 
Q000127,H,N00002147,4,Y, ,TDWaterhouse Brokerage Account,TD Waterhouse Brokerage Account,,Y0000,,Margin Account Interest,,",", ,,,,C , 
Q000128,H,N00002147,4,Y, ,BrownCo Brokerage Account,BrownCo Brokerage Account,,Y0000,,Margin Account Interest,,",", ,,,,B , 
Q000458,S,N00005244,4,Y,J,Commerce Bank & Trust,Commerce Bank & Trust,,F1000,Name,Mortgage on condominium. Previously exempt as personal residence.Included because portion was rented,"Topeka, KS",",", ,2004,15 years,4%,4, 
S040000081,H,N00005928,4,T,J,Hibernia Bank,Hibernia Bank,,F1100,Name,Prutzman Town Houses,"Beaumont, TX",",", ,,,,C , 
S040000082,H,N00005928,4,T,J,"GMAC Mortgage, Waterloo, Ill",General Motors Acceptance Corp,General Motors,F1400,Hvr04,1038 Parkmeadow,,",", ,,,,B , 
S040000083,H,N00005928,4,T,J,Estate Of Walter Hall,Estate of Walter Hall,,Y0000,,Personal Loan,"Dickinson, TX",",", ,,,,C , 
S040000084,H,N00005928,4,T,J,Southwest Bank,Southwest Bank,,F1000,Name,"2nd Lien, Parkmeadow Town Home","Dickinson, TX",",", ,,,,B , 
S040000085,H,N00005928,4,T,J,Mid-county Teachers Credit Union,Mid-County Teachers Credit Union,,Y0000,,Personal Loan,"Nederland, TX",",", ,,,,D , 
S040000086,H,N00005928,4,T,J,"MBNA Mastercard, Wilmington, Del",MBNA MasterCard,,Y0000,,Credit Card,,",", ,,,,C , 
C110026661,H,N00031782,11,Y, ,Bank of America,Bank of America,,F1100,PAC,Line of Credit for Business; Personally Liable,,",", ,,,,D ,
C110026662,H,N00031782,11,Y, ,Bank of America,Bank of America,,F1100,PAC,"Mortgage (Gideon Properties, LLC); Personal Guarantee Signed","Charleston, SC",",", ,,,,F ,
C110026663,H,N00031782,11,Y, ,Bank of America,Bank of America,,F1100,PAC,Mortgage on Principal Residence,"North Charleston, SC",",", ,,,,E ,m
C110026680,H,N00031857,11,Y,J,"Arvest Bank Rogers, AR",Arvest Bank & Trust,,Y0000,,Mortgage on Primary Residence,,",", ,,,,E ,
C110026690,H,N00031877,11,Y, ,Land Home Mortgage,Land Home Mortgage,,Y0000,,Mortgage on personal residence,"Los Angeles, CA",",", ,,,,F ,m
C110026691,H,N00031877,11,Y, ,Green Tree Mortgage,Green Tree Mortgage,,Y0000,,Mortgage on personal residence,"Sacramento, CA",",", ,,,,F ,m
C110026762,H,N00031933,11,Y, ,Sharon Credit Union,Sharon Credit Union,,F1300,Name,Mortgage,"Sharon, MA",",", ,,,,D ,
C110026906,H,N00031938,11,Y, ,Chemical Bank,Chemical Bank,,Y0000,,Promissory Note,,",", ,,,,C ,
C110026907,H,N00031938,11,Y, ,Fidelity Investments,Fidelity Investments,FMR Corp,F2110,PAC,Loan,,",", ,,,,C ,
C110026908,H,N00031938,11,Y, ,Fifth Third Bank,Fifth Third Bancorp,,F1100,PAC,Pesonal Residence Mortgage,,",", ,,,,F ,M
C110026909,H,N00031938,11,Y, ,Fifth Third Bank,Fifth Third Bancorp,,F1100,PAC,Personal Residence Equity Line,,",", ,,,,E ,M
